Player,Category,total_score,seasons_played,avg_score,team
Callum Paterson,MF,0.0018733244892497,1,0.0018733244892497,Cardiff
Rachid Ghezzal,MF,0.0018560568430975,1,0.0018560568430975,Leicester
Josh Sims,MF,0.0018557309511502,3,0.0006185769837167333,Southampton
Jean-Philippe Gbamin,MF,0.0018541546087782,3,0.0006180515362593999,Everton
Marco van Ginkel,MF,0.0018375431390106,1,0.0018375431390106,Stoke City
Ki-Jana Hoever,MF,0.0018318205718305999,2,0.0009159102859152999,Wolves
Carles Gil,MF,0.0018277003631244,1,0.0018277003631244,Aston Villa
Fousseni Diabaté,MF,0.0018245972547440998,2,0.0009122986273720499,Leicester
Jordan Clark,MF,0.0018195252064106,1,0.0018195252064106,Luton
Mauro Zárate,MF,0.0018147238554114,1,0.0018147238554114,West Ham
Yukinari Sugawara,MF,0.0018037764002725,1,0.0018037764002725,Southampton
Wes Burns,MF,0.0018026635864047,1,0.0018026635864047,Ipswich
Joel Ward,MF,0.0017985186536294,2,0.0008992593268147,Crystal Palace
Kevin McDonald,MF,0.0017805451839236,1,0.0017805451839236,Fulham
Steven Naismith,MF,0.0017656852687147,1,0.0017656852687147,Norwich
Grant Leadbitter,MF,0.0017647881211909,1,0.0017647881211909,Middlesbrough
Renan Lodi,MF,0.0017488544511096,1,0.0017488544511096,Nottingham Forest
Abdelhamid Sabiri,MF,0.0017310615342706,2,0.0008655307671353,Huddersfield
Vitinha,MF,0.0017175763635066,1,0.0017175763635066,Wolves
Martin Olsson,MF,0.0017003964962788,1,0.0017003964962788,Swansea
Takumi Minamino,MF,0.001696574162603,1,0.001696574162603,Southampton
Domingos Quina,MF,0.0016935609013639,2,0.00084678045068195,Watford
Hannibal Mejbri,MF,0.0016903558922240001,3,0.0005634519640746667,Manchester United
Pelly Ruddock Mpanzu,MF,0.00168844861896,1,0.00168844861896,Luton
Matteo Darmian,MF,0.0016835964662999,2,0.00084179823314995,Manchester United
Sullay Kaikai,MF,0.00165821375156,3,0.0005527379171866667,Crystal Palace
Lewis Hall,MF,0.0016358148265187,1,0.0016358148265187,Chelsea
